,Aircraft,Type Of Traveller,Seat Type,Route,Departure,Destination,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Wifi & Connectivity,Value For Money,Recommended
1496,A321 and B767,Solo Leisure,Business Class,LHR to FCO,london,rome,Jun-15,4,5,5,,4,,4,TRUE
1503,A320,Couple Leisure,Business Class,LHR to Santorini,london,santorini,Jun-15,2,4,5,,4,,4,TRUE
1490,Boeing 777,Business,Business Class,Sydney to Singapore,sydney,singapore,Jun-15,2,2,2,3,2,,2,FALSE
1510,A320,Couple Leisure,Economy Class,LGW to VCE,london,venezia,Jun-15,3,5,3,,4,,4,TRUE
1454,A319,Solo Leisure,Business Class,LHR to ZRH,london,zurich,Jun-15,1,3,2,1,3,,1,FALSE
1512,B747,Solo Leisure,Economy Class,LHR-DEN,london,denver,May-15,3,5,4,2,3.1267605633802815,,4,TRUE
1485,A321,Family Leisure,Economy Class,LHR to Hamburg ,london,hamburg,May-15,5,5,4,1,4,,5,TRUE
1505,777-200,Couple Leisure,Economy Class,Bangkok to Heathrow,bangkok,london,May-15,1,1,1,1,1,,1,FALSE
1499,Airbus A380,Couple Leisure,Business Class,London to Johannesburg,london,johannesburg,May-15,3,2,2,4,3,,2,FALSE
1141,Boeing 747-400,Solo Leisure,Premium Economy,PEK to LHR,beijing,london,May-15,5,5,4,2,4,,5,TRUE
1465,Boeing 777,Couple Leisure,Business Class,Orlando to London,orlando,london,May-15,5,5,4,4,5,,5,TRUE
1501,A320,Business,Business Class,Geneva to London,geneva,london,May-15,2,5,4,4,4,,4,TRUE
1515,A321,Solo Leisure,Economy Class,GLA-LHR,glasgow,london,May-15,4,5,4,,3.1267605633802815,,4,TRUE
1481,A380,Couple Leisure,Economy Class,LHR to LAX,london,los angeles,May-15,4,5,4,5,5,5,3,TRUE
1509,B747-400,Solo Leisure,Economy Class,LHR to YYZ,london,toronto,May-15,3,4,4,4,4,,4,TRUE
1370,Boeing 777,Couple Leisure,Business Class,SYD to SIN,sydney,singapore,May-15,4,4,4,4,4,,5,TRUE
1511,A321,Business,Business Class,LHR to SOF,london,sofia,May-15,1,3,2,1,3,1,1,FALSE
1305,Boeing 777,Solo Leisure,First Class,Singapore to Sydney,singapore,sydney,May-15,4,5,4,4,4,,5,TRUE
1351,Boeing 777-200,Solo Leisure,Economy Class,London to Bangkok,london,bangkok,Apr-15,4,4,3,3,3,,3,TRUE
1398,Boeing 777,Solo Leisure,Economy Class,LHR to BKK,london,bangkok,Apr-15,1,1,1,1,1,1,1,FALSE
1443,Boeing 747-400,Family Leisure,Economy Class,Boston to London,boston,london,Apr-15,5,5,5,5,5,,4,TRUE
1317,Boeing 787-800,Solo Leisure,Business Class,LHR to Chengdu,london,chengdu,Mar-15,4,1,2,4,2,,3,TRUE
1399,Boeing 777,Couple Leisure,First Class,London to Tokyo,london,tokyo,Mar-15,4,2,1,2,1,,1,FALSE
1227,Boeing 747,Solo Leisure,Business Class,CPT to LHR,cape town,london,Feb-15,4,3,4,4,4,,4,TRUE
1318,Boeing 777-300ER,Business,Business Class,Tokyo Narita to LHR,tokyo,london,Jan-15,4,3,2,3,4,,4,TRUE
1319,Boeing 777-300ER,Business,First Class,LHR to Tokyo Narita,london,tokyo,Jan-15,5,5,5,5,4,,5,TRUE
1480,A320,Solo Leisure,Business Class,Tel Aviv to London LHR,tel aviv,london,Dec-14,5,5,5,4,5,,4,TRUE
1506,777,Business,Business Class,Buenos Aires to Heathrow,buenos aires,london,Jul-14,5,5,4,5,4,,3,TRUE
